z,target,images_analyzed,winner,winner_pct,jpegli_420_wins,jpegli_444_wins,mozjpeg_420_wins,mozjpeg_444_wins,jpegli_420_pct,jpegli_444_pct,mozjpeg_420_pct,mozjpeg_444_pct,mozjpeg_max_420_pct,mozjpeg_max_444_pct,jpegli_420_mean_size,jpegli_444_mean_size,mozjpeg_420_mean_size,mozjpeg_444_mean_size,jpegli_total_pct,mozjpeg_total_pct
76,76,333,jpegli-420,44.14414414414414,147.0,55.0,25.0,3.0,44.14414414414414,16.516516516516518,7.5075075075075075,0.9009009009009009,28.82882882882883,2.1021021021021022,106419.27244582043,108203.11144578313,110333.46625766871,114423.66975308642,60.66066066066066,39.33933933933934
77,77,331,jpegli-420,40.78549848942598,135.0,60.0,27.0,1.0,40.78549848942598,18.12688821752266,8.157099697885197,0.3021148036253776,30.513595166163142,2.1148036253776437,112940.40372670807,110395.02727272727,114036.86292834891,118199.31269349845,58.91238670694864,41.08761329305136
78,78,330,jpegli-420,38.78787878787879,128.0,73.0,24.0,3.0,38.78787878787879,22.12121212121212,7.2727272727272725,0.9090909090909091,27.575757575757574,3.3333333333333335,115014.60759493671,114435.8231707317,112349.35759493671,125641.23913043478,60.90909090909091,39.09090909090909
79,79,326,jpegli-420,40.49079754601227,132.0,94.0,16.0,1.0,40.49079754601227,28.834355828220858,4.9079754601226995,0.3067484662576687,22.392638036809817,3.067484662576687,122120.78525641025,120303.27076923077,115430.96463022508,127444.29712460063,69.32515337423312,30.674846625766875
80,80,324,jpegli-444,37.65432098765432,121.0,122.0,15.0,2.0,37.34567901234568,37.65432098765432,4.62962962962963,0.6172839506172839,17.59259259259259,2.1604938271604937,128601.40849673202,125015.40498442367,122706.21192052981,128628.64802631579,75.0,25.0
81,81,318,jpegli-420,37.735849056603776,120.0,118.0,12.0,2.0,37.735849056603776,37.10691823899371,3.7735849056603774,0.628930817610063,17.92452830188679,2.8301886792452833,121277.62328767123,122566.71608832807,133266.41296928326,128734.11784511784,74.84276729559748,25.157232704402514
82,82,311,jpegli-444,41.47909967845659,115.0,129.0,8.0,2.0,36.97749196141479,41.47909967845659,2.572347266881029,0.6430868167202572,16.077170418006432,2.2508038585209005,126410.20714285714,128615.37540453074,132581.40073529413,129809.15224913495,78.45659163987139,21.54340836012862
83,83,302,jpegli-444,49.668874172185426,86.0,150.0,9.0,1.0,28.47682119205298,49.668874172185426,2.980132450331126,0.33112582781456956,16.225165562913908,2.3178807947019866,126500.17977528089,138127.6953642384,126224.27376425856,133811.45323741008,78.1456953642384,21.854304635761586
84,84,293,jpegli-444,52.218430034129696,91.0,153.0,4.0,3.0,31.058020477815703,52.218430034129696,1.3651877133105803,1.023890784982935,12.286689419795222,2.04778156996587,130366.52362204724,131442.90625,128906.89156626505,141958.84030418252,83.2764505119454,16.72354948805461
85,85,275,jpegli-444,54.90909090909091,68.0,151.0,11.0,1.0,24.727272727272727,54.90909090909091,4.0,0.36363636363636365,13.090909090909092,2.909090909090909,139129.50427350428,128363.38376383764,141493.6403508772,144228.64516129033,79.63636363636363,20.363636363636363
86,86,261,jpegli-444,61.68582375478927,58.0,161.0,7.0,0.0,22.22222222222222,61.68582375478927,2.681992337164751,0.0,9.961685823754788,3.4482758620689653,148208.8396226415,143845.00387596898,161403.66829268294,161083.32882882882,83.90804597701148,16.091954022988503
87,87,246,jpegli-444,58.94308943089431,64.0,145.0,8.0,3.0,26.01626016260163,58.94308943089431,3.2520325203252036,1.2195121951219512,7.723577235772358,2.8455284552845526,154591.48369565216,156286.88524590165,160111.5730994152,182846.5024875622,84.95934959349594,15.040650406504065
88,88,225,jpegli-444,59.55555555555555,59.0,134.0,7.0,4.0,26.222222222222225,59.55555555555555,3.111111111111111,1.7777777777777777,6.666666666666667,2.666666666666667,151599.78343949045,170290.17431192662,164117.14285714287,183465.11976047905,85.77777777777777,14.222222222222225
89,89,188,jpegli-444,58.51063829787234,42.0,110.0,7.0,4.0,22.340425531914892,58.51063829787234,3.723404255319149,2.127659574468085,9.042553191489363,4.25531914893617,198304.77777777778,157082.32960893854,178027.45283018867,194903.0909090909,80.85106382978724,19.148936170212767
90,90,149,jpegli-444,57.71812080536913,33.0,86.0,3.0,5.0,22.14765100671141,57.71812080536913,2.013422818791946,3.3557046979865772,10.738255033557047,4.026845637583892,198368.92592592593,155137.35172413793,206367.81818181818,180205.8409090909,79.86577181208054,20.134228187919465
